"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"LUX","EMP","TOT","PC_WKGPOP","A","2016",65.575,
"LUX","EMP","TOT","PC_WKGPOP","A","2017",66.275,
"LUX","EMP","TOT","PC_WKGPOP","A","2018",67.1,
"LUX","EMP","TOT","PC_WKGPOP","A","2019",67.95,
"MEX","EMP","TOT","PC_WKGPOP","A","2016",61.04717,
"MEX","EMP","TOT","PC_WKGPOP","A","2017",61.12864,
"MEX","EMP","TOT","PC_WKGPOP","A","2018",61.52908,
"MEX","EMP","TOT","PC_WKGPOP","A","2019",62.20382,
"NLD","EMP","TOT","PC_WKGPOP","A","2016",74.825,
"NLD","EMP","TOT","PC_WKGPOP","A","2017",75.85,
"NLD","EMP","TOT","PC_WKGPOP","A","2018",77.2,
"NLD","EMP","TOT","PC_WKGPOP","A","2019",78.15,
"NZL","EMP","TOT","PC_WKGPOP","A","2016",75.57751,
"NZL","EMP","TOT","PC_WKGPOP","A","2017",76.91602,
"NZL","EMP","TOT","PC_WKGPOP","A","2018",77.49548,
"NZL","EMP","TOT","PC_WKGPOP","A","2019",77.46057,
"NOR","EMP","TOT","PC_WKGPOP","A","2016",74.3,
"NOR","EMP","TOT","PC_WKGPOP","A","2017",74,
"NOR","EMP","TOT","PC_WKGPOP","A","2018",74.8,
"NOR","EMP","TOT","PC_WKGPOP","A","2019",75.3,
"POL","EMP","TOT","PC_WKGPOP","A","2016",64.5,
"POL","EMP","TOT","PC_WKGPOP","A","2017",66.125,
"POL","EMP","TOT","PC_WKGPOP","A","2018",67.4,
"POL","EMP","TOT","PC_WKGPOP","A","2019",68.2,
"PRT","EMP","TOT","PC_WKGPOP","A","2016",65.25,
"PRT","EMP","TOT","PC_WKGPOP","A","2017",67.825,
"PRT","EMP","TOT","PC_WKGPOP","A","2018",69.7,
"PRT","EMP","TOT","PC_WKGPOP","A","2019",70.475,
"SVK","EMP","TOT","PC_WKGPOP","A","2016",64.85,
"SVK","EMP","TOT","PC_WKGPOP","A","2017",66.175,
"SVK","EMP","TOT","PC_WKGPOP","A","2018",67.575,
"SVK","EMP","TOT","PC_WKGPOP","A","2019",68.425,
"ESP","EMP","TOT","PC_WKGPOP","A","2016",59.55,
"ESP","EMP","TOT","PC_WKGPOP","A","2017",61.1,
"ESP","EMP","TOT","PC_WKGPOP","A","2018",62.4,
"ESP","EMP","TOT","PC_WKGPOP","A","2019",63.3,
"SWE","EMP","TOT","PC_WKGPOP","A","2016",76.2,
"SWE","EMP","TOT","PC_WKGPOP","A","2017",76.85,
"SWE","EMP","TOT","PC_WKGPOP","A","2018",77.375,"B"
"SWE","EMP","TOT","PC_WKGPOP","A","2019",77.125,
"CHE","EMP","TOT","PC_WKGPOP","A","2016",79.6,
"CHE","EMP","TOT","PC_WKGPOP","A","2017",79.8,
"CHE","EMP","TOT","PC_WKGPOP","A","2018",80.1,
"CHE","EMP","TOT","PC_WKGPOP","A","2019",80.475,
"TUR","EMP","TOT","PC_WKGPOP","A","2016",50.65,
"TUR","EMP","TOT","PC_WKGPOP","A","2017",51.55,
"TUR","EMP","TOT","PC_WKGPOP","A","2018",51.975,
"TUR","EMP","TOT","PC_WKGPOP","A","2019",50.3,
"GBR","EMP","TOT","PC_WKGPOP","A","2016",74.39497,
"GBR","EMP","TOT","PC_WKGPOP","A","2017",75.02157,
"GBR","EMP","TOT","PC_WKGPOP","A","2018",75.63253,
"GBR","EMP","TOT","PC_WKGPOP","A","2019",76.1592,
"USA","EMP","TOT","PC_WKGPOP","A","2016",69.35136,
"USA","EMP","TOT","PC_WKGPOP","A","2017",70.11017,
"USA","EMP","TOT","PC_WKGPOP","A","2018",70.72614,
"USA","EMP","TOT","PC_WKGPOP","A","2019",71.35841,
"CHL","EMP","TOT","PC_WKGPOP","A","2016",63.34484,
"CHL","EMP","TOT","PC_WKGPOP","A","2017",63.90356,
"CHL","EMP","TOT","PC_WKGPOP","A","2018",64.0955,
"CHL","EMP","TOT","PC_WKGPOP","A","2019",64.09287,
"EST","EMP","TOT","PC_WKGPOP","A","2016",72.1,
"EST","EMP","TOT","PC_WKGPOP","A","2017",74.125,
"EST","EMP","TOT","PC_WKGPOP","A","2018",74.775,
"EST","EMP","TOT","PC_WKGPOP","A","2019",75.3,
"ISR","EMP","TOT","PC_WKGPOP","A","2016",68.575,
"ISR","EMP","TOT","PC_WKGPOP","A","2017",69.025,
"ISR","EMP","TOT","PC_WKGPOP","A","2018",69.03333,
"ISR","EMP","TOT","PC_WKGPOP","A","2019",68.94167,
"SVN","EMP","TOT","PC_WKGPOP","A","2016",65.85,
"SVN","EMP","TOT","PC_WKGPOP","A","2017",69.275,
"SVN","EMP","TOT","PC_WKGPOP","A","2018",71.125,
"SVN","EMP","TOT","PC_WKGPOP","A","2019",71.875,
"ZAF","EMP","TOT","PC_WKGPOP","A","2016",43.03369,
"ZAF","EMP","TOT","PC_WKGPOP","A","2017",43.35536,
"ZAF","EMP","TOT","PC_WKGPOP","A","2018",43.24669,
"ZAF","EMP","TOT","PC_WKGPOP","A","2019",42.46033,
"OECD","EMP","TOT","PC_WKGPOP","A","2016",66.97086,"B"
"OECD","EMP","TOT","PC_WKGPOP","A","2017",67.67976,"B"
"OECD","EMP","TOT","PC_WKGPOP","A","2018",68.34603,"B"
"OECD","EMP","TOT","PC_WKGPOP","A","2019",68.74184,"B"
"G-7","EMP","TOT","PC_WKGPOP","A","2016",69.91132,
"G-7","EMP","TOT","PC_WKGPOP","A","2017",70.64513,
"G-7","EMP","TOT","PC_WKGPOP","A","2018",71.39725,
"G-7","EMP","TOT","PC_WKGPOP","A","2019",72.03017,"B"
"EA19","EMP","TOT","PC_WKGPOP","A","2016",65.425,
"EA19","EMP","TOT","PC_WKGPOP","A","2017",66.325,
"EA19","EMP","TOT","PC_WKGPOP","A","2018",67.275,
"EA19","EMP","TOT","PC_WKGPOP","A","2019",67.95,
"COL","EMP","TOT","PC_WKGPOP","A","2016",67.1775,
"COL","EMP","TOT","PC_WKGPOP","A","2017",66.93417,
"COL","EMP","TOT","PC_WKGPOP","A","2018",66.36833,
"COL","EMP","TOT","PC_WKGPOP","A","2019",65.24583,
"LVA","EMP","TOT","PC_WKGPOP","A","2016",68.725,
"LVA","EMP","TOT","PC_WKGPOP","A","2017",70.1,
"LVA","EMP","TOT","PC_WKGPOP","A","2018",71.8,
"LVA","EMP","TOT","PC_WKGPOP","A","2019",72.3,
"LTU","EMP","TOT","PC_WKGPOP","A","2016",69.375,
"LTU","EMP","TOT","PC_WKGPOP","A","2017",70.375,
"LTU","EMP","TOT","PC_WKGPOP","A","2018",72.4,
"LTU","EMP","TOT","PC_WKGPOP","A","2019",72.975,
"EU27_2020","EMP","TOT","PC_WKGPOP","A","2016",65.575,
"EU27_2020","EMP","TOT","PC_WKGPOP","A","2017",66.725,
"EU27_2020","EMP","TOT","PC_WKGPOP","A","2018",67.65,
"EU27_2020","EMP","TOT","PC_WKGPOP","A","2019",68.4,
"RUS","EMP","TOT","PC_WKGPOP","A","2016",70.00275,
"RUS","EMP","TOT","PC_WKGPOP","A","2017",70.30539,
"RUS","EMP","TOT","PC_WKGPOP","A","2018",70.97634,
"RUS","EMP","TOT","PC_WKGPOP","A","2019",70.78918,
"CRI","EMP","TOT","PC_WKGPOP","A","2016",58.71328,
"CRI","EMP","TOT","PC_WKGPOP","A","2017",59.7869,
"CRI","EMP","TOT","PC_WKGPOP","A","2018",60.95155,
"CRI","EMP","TOT","PC_WKGPOP","A","2019",61.64743,
