"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"TUR","GDP","TOT","MLN_USD","A","2017",2264269.34,
"TUR","GDP","TOT","MLN_USD","A","2018",2301106.178,
"TUR","GDP","TOT","MLN_USD","A","2019",2277897.893,
"GBR","GDP","TOT","MLN_USD","A","2016",2896753.121,
"GBR","GDP","TOT","MLN_USD","A","2017",3021843.667,
"GBR","GDP","TOT","MLN_USD","A","2018",3133332.404,
"GBR","GDP","TOT","MLN_USD","A","2019",3242466.168,
"USA","GDP","TOT","MLN_USD","A","2016",18695106,
"USA","GDP","TOT","MLN_USD","A","2017",19479623,
"USA","GDP","TOT","MLN_USD","A","2018",20527159,
"USA","GDP","TOT","MLN_USD","A","2019",21372582,
"CHL","GDP","TOT","MLN_USD","A","2016",426776.809,
"CHL","GDP","TOT","MLN_USD","A","2017",451984.54,
"CHL","GDP","TOT","MLN_USD","A","2018",463368.859,
"CHL","GDP","TOT","MLN_USD","A","2019",492274.022,
"CHN","GDP","TOT","MLN_USD","A","2016",18712097.153,
"CHN","GDP","TOT","MLN_USD","A","2017",19887035.113,
"CHN","GDP","TOT","MLN_USD","A","2018",21739076.019,
"CHN","GDP","TOT","MLN_USD","A","2019",23547025.985,
"COL","GDP","TOT","MLN_USD","A","2016",665398.39,
"COL","GDP","TOT","MLN_USD","A","2017",693117.075,
"COL","GDP","TOT","MLN_USD","A","2018",738255.957,
"COL","GDP","TOT","MLN_USD","A","2019",786356.837,"P"
"EST","GDP","TOT","MLN_USD","A","2016",41201.029,
"EST","GDP","TOT","MLN_USD","A","2017",44556.482,
"EST","GDP","TOT","MLN_USD","A","2018",47801.151,
"EST","GDP","TOT","MLN_USD","A","2019",50812.906,
"IND","GDP","TOT","MLN_USD","A","2016",7665672.881,
"IND","GDP","TOT","MLN_USD","A","2017",8123456.655,"E"
"IDN","GDP","TOT","MLN_USD","A","2016",2744896.64,
"IDN","GDP","TOT","MLN_USD","A","2017",2894125.53,
"IDN","GDP","TOT","MLN_USD","A","2018",3116958.911,
"IDN","GDP","TOT","MLN_USD","A","2019",3331807.554,
"ISR","GDP","TOT","MLN_USD","A","2016",323408.139,
"ISR","GDP","TOT","MLN_USD","A","2017",340875.782,
"ISR","GDP","TOT","MLN_USD","A","2018",361441.284,
"ISR","GDP","TOT","MLN_USD","A","2019",382952.255,
"RUS","GDP","TOT","MLN_USD","A","2016",3538975.3,
"RUS","GDP","TOT","MLN_USD","A","2017",3807099.411,
"RUS","GDP","TOT","MLN_USD","A","2018",4211362.884,
"RUS","GDP","TOT","MLN_USD","A","2019",4283892.18,
"SVN","GDP","TOT","MLN_USD","A","2016",70079.359,
"SVN","GDP","TOT","MLN_USD","A","2017",75438.709,
"SVN","GDP","TOT","MLN_USD","A","2018",80709.873,
"SVN","GDP","TOT","MLN_USD","A","2019",86035.958,
"ZAF","GDP","TOT","MLN_USD","A","2016",707743.902,
"ZAF","GDP","TOT","MLN_USD","A","2017",724100.729,
"ZAF","GDP","TOT","MLN_USD","A","2018",747322.178,
"ZAF","GDP","TOT","MLN_USD","A","2019",761823.649,
"OECD","GDP","TOT","MLN_USD","A","2016",56065506.674,
"OECD","GDP","TOT","MLN_USD","A","2017",58532429.161,
"OECD","GDP","TOT","MLN_USD","A","2018",61196745.957,"E"
"OECD","GDP","TOT","MLN_USD","A","2019",63259065.063,"E"
"OECDE","GDP","TOT","MLN_USD","A","2016",23210494.659,
"OECDE","GDP","TOT","MLN_USD","A","2017",24419036.234,
"OECDE","GDP","TOT","MLN_USD","A","2018",25485877.401,"P"
"OECDE","GDP","TOT","MLN_USD","A","2019",26405986.894,"P"
"LVA","GDP","TOT","MLN_USD","A","2016",52339.473,
"LVA","GDP","TOT","MLN_USD","A","2017",55645.386,
"LVA","GDP","TOT","MLN_USD","A","2018",59355.896,
"LVA","GDP","TOT","MLN_USD","A","2019",61247.544,
"BRA","GDP","TOT","MLN_USD","A","2016",2939094.21,
"BRA","GDP","TOT","MLN_USD","A","2017",3018705.989,
"BRA","GDP","TOT","MLN_USD","A","2018",3146320.981,
"LTU","GDP","TOT","MLN_USD","A","2016",88700.479,
"LTU","GDP","TOT","MLN_USD","A","2017",95492.278,
"LTU","GDP","TOT","MLN_USD","A","2018",101826.049,
"LTU","GDP","TOT","MLN_USD","A","2019",108314.8,
"SAU","GDP","TOT","MLN_USD","A","2016",1475671.786,
"SAU","GDP","TOT","MLN_USD","A","2017",1565891.922,
"SAU","GDP","TOT","MLN_USD","A","2018",1642519.382,
"SAU","GDP","TOT","MLN_USD","A","2019",1677381.92,
"EA19","GDP","TOT","MLN_USD","A","2016",14820289.958,
"EA19","GDP","TOT","MLN_USD","A","2017",15561795.907,
"EA19","GDP","TOT","MLN_USD","A","2018",16269150.167,
"EA19","GDP","TOT","MLN_USD","A","2019",16924208.973,
"ARG","GDP","TOT","MLN_USD","A","2016",885227.529,
"ARG","GDP","TOT","MLN_USD","A","2017",1039330.592,
"ARG","GDP","TOT","MLN_USD","A","2018",1036982.075,
"ARG","GDP","TOT","MLN_USD","A","2019",1033454.909,
"CRI","GDP","TOT","MLN_USD","A","2016",93454.856,
"CRI","GDP","TOT","MLN_USD","A","2017",100716.907,
"CRI","GDP","TOT","MLN_USD","A","2018",104960.285,"E"
"CRI","GDP","TOT","MLN_USD","A","2019",109998.851,"E"
"BGR","GDP","TOT","MLN_USD","A","2016",142696.411,
"BGR","GDP","TOT","MLN_USD","A","2017",151335.246,
"BGR","GDP","TOT","MLN_USD","A","2018",160951.517,
"BGR","GDP","TOT","MLN_USD","A","2019",171459.528,
"HRV","GDP","TOT","MLN_USD","A","2016",103842.682,
"HRV","GDP","TOT","MLN_USD","A","2017",110537.908,
"HRV","GDP","TOT","MLN_USD","A","2018",116725.695,
"HRV","GDP","TOT","MLN_USD","A","2019",122956.837,"P"
"CYP","GDP","TOT","MLN_USD","A","2016",30416.939,
"CYP","GDP","TOT","MLN_USD","A","2017",32705.482,
"CYP","GDP","TOT","MLN_USD","A","2018",35217.357,
"CYP","GDP","TOT","MLN_USD","A","2019",36614.189,"P"
"MLT","GDP","TOT","MLN_USD","A","2016",18123.883,
"MLT","GDP","TOT","MLN_USD","A","2017",20393.776,
"MLT","GDP","TOT","MLN_USD","A","2018",22229.04,
"MLT","GDP","TOT","MLN_USD","A","2019",24363.319,
"ROU","GDP","TOT","MLN_USD","A","2016",478201.584,
"ROU","GDP","TOT","MLN_USD","A","2017",531675.182,
"ROU","GDP","TOT","MLN_USD","A","2018",569588.089,
"ROU","GDP","TOT","MLN_USD","A","2019",625706.833,"P"
"MKD","GDP","TOT","MLN_USD","A","2016",31373.286,
"MKD","GDP","TOT","MLN_USD","A","2017",32583.022,
"MKD","GDP","TOT","MLN_USD","A","2018",34726.373,
"MKD","GDP","TOT","MLN_USD","A","2019",36634.491,"P"
"ZMB","GDP","TOT","MLN_USD","A","2016",55729.642,
"ZMB","GDP","TOT","MLN_USD","A","2017",58735.191,
"ZMB","GDP","TOT","MLN_USD","A","2018",63115.611,
"HKG","GDP","TOT","MLN_USD","A","2016",419837.588,
"HKG","GDP","TOT","MLN_USD","A","2017",442387.688,
"HKG","GDP","TOT","MLN_USD","A","2018",466106.548,
"MDG","GDP","TOT","MLN_USD","A","2016",40437.411,"E"
"MDG","GDP","TOT","MLN_USD","A","2017",40952.508,"E"
"MDG","GDP","TOT","MLN_USD","A","2018",43476.259,"E"
"MAR","GDP","TOT","MLN_USD","A","2016",252196.888,
"MAR","GDP","TOT","MLN_USD","A","2017",264212.938,
"MAR","GDP","TOT","MLN_USD","A","2018",279235.646,
"SGP","GDP","TOT","MLN_USD","A","2016",501247.434,
"SGP","GDP","TOT","MLN_USD","A","2017",532832.748,
"SGP","GDP","TOT","MLN_USD","A","2018",571120.252,
"EU27_2020","GDP","TOT","MLN_USD","A","2016",17458003.346,
"EU27_2020","GDP","TOT","MLN_USD","A","2017",18186605.306,
"EU27_2020","GDP","TOT","MLN_USD","A","2018",18823311.354,
"EU27_2020","GDP","TOT","MLN_USD","A","2019",19485914.175,
