"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NLD","EMPAGE","55_64","PC_AGE","A","2016",63.475,
"NLD","EMPAGE","55_64","PC_AGE","A","2017",65.65,
"NLD","EMPAGE","55_64","PC_AGE","A","2018",67.675,
"NLD","EMPAGE","55_64","PC_AGE","A","2019",69.675,
"NLD","EMPAGE","55_64","PC_AGE","A","2020",70.975,"B"
"NZL","EMPAGE","55_64","PC_AGE","A","2016",76.02927,
"NZL","EMPAGE","55_64","PC_AGE","A","2017",78.17587,
"NZL","EMPAGE","55_64","PC_AGE","A","2018",77.91145,
"NZL","EMPAGE","55_64","PC_AGE","A","2019",76.18945,
"NZL","EMPAGE","55_64","PC_AGE","A","2020",76.75362,
"NOR","EMPAGE","55_64","PC_AGE","A","2016",72.625,
"NOR","EMPAGE","55_64","PC_AGE","A","2017",71.9,
"NOR","EMPAGE","55_64","PC_AGE","A","2018",72.05,
"NOR","EMPAGE","55_64","PC_AGE","A","2019",72.825,
"NOR","EMPAGE","55_64","PC_AGE","A","2020",72.8,"B"
"POL","EMPAGE","55_64","PC_AGE","A","2016",46.15,
"POL","EMPAGE","55_64","PC_AGE","A","2017",48.275,
"POL","EMPAGE","55_64","PC_AGE","A","2018",48.95,
"POL","EMPAGE","55_64","PC_AGE","A","2019",49.55,
"POL","EMPAGE","55_64","PC_AGE","A","2020",51.8,"B"
"PRT","EMPAGE","55_64","PC_AGE","A","2016",52.075,
"PRT","EMPAGE","55_64","PC_AGE","A","2017",56.225,
"PRT","EMPAGE","55_64","PC_AGE","A","2018",59.225,
"PRT","EMPAGE","55_64","PC_AGE","A","2019",60.4,
"PRT","EMPAGE","55_64","PC_AGE","A","2020",60.75,"B"
"SVK","EMPAGE","55_64","PC_AGE","A","2016",49.05,
"SVK","EMPAGE","55_64","PC_AGE","A","2017",52.95,
"SVK","EMPAGE","55_64","PC_AGE","A","2018",54.225,
"SVK","EMPAGE","55_64","PC_AGE","A","2019",56.975,
"SVK","EMPAGE","55_64","PC_AGE","A","2020",58.3,"B"
"ESP","EMPAGE","55_64","PC_AGE","A","2016",49.075,
"ESP","EMPAGE","55_64","PC_AGE","A","2017",50.5,
"ESP","EMPAGE","55_64","PC_AGE","A","2018",52.15,
"ESP","EMPAGE","55_64","PC_AGE","A","2019",53.825,
"ESP","EMPAGE","55_64","PC_AGE","A","2020",54.675,"B"
"SWE","EMPAGE","55_64","PC_AGE","A","2016",75.475,
"SWE","EMPAGE","55_64","PC_AGE","A","2017",76.425,
"SWE","EMPAGE","55_64","PC_AGE","A","2018",78.025,"B"
"SWE","EMPAGE","55_64","PC_AGE","A","2019",77.7,
"SWE","EMPAGE","55_64","PC_AGE","A","2020",77.6,"B"
"CHE","EMPAGE","55_64","PC_AGE","A","2016",71.475,
"CHE","EMPAGE","55_64","PC_AGE","A","2017",72.175,
"CHE","EMPAGE","55_64","PC_AGE","A","2018",72.6,
"CHE","EMPAGE","55_64","PC_AGE","A","2019",73.025,
"CHE","EMPAGE","55_64","PC_AGE","A","2020",73.5,"B"
"TUR","EMPAGE","55_64","PC_AGE","A","2016",33.425,
"TUR","EMPAGE","55_64","PC_AGE","A","2017",34.425,
"TUR","EMPAGE","55_64","PC_AGE","A","2018",35.3,
"TUR","EMPAGE","55_64","PC_AGE","A","2019",33.6,
"TUR","EMPAGE","55_64","PC_AGE","A","2020",31.075,
"GBR","EMPAGE","55_64","PC_AGE","A","2016",64.58979,
"GBR","EMPAGE","55_64","PC_AGE","A","2017",65.26933,
"GBR","EMPAGE","55_64","PC_AGE","A","2018",66.57583,
"GBR","EMPAGE","55_64","PC_AGE","A","2019",67.61048,
"GBR","EMPAGE","55_64","PC_AGE","A","2020",66.95107,
"USA","EMPAGE","55_64","PC_AGE","A","2016",61.78946,
"USA","EMPAGE","55_64","PC_AGE","A","2017",62.51775,
"USA","EMPAGE","55_64","PC_AGE","A","2018",63.07812,
"USA","EMPAGE","55_64","PC_AGE","A","2019",63.66526,
"USA","EMPAGE","55_64","PC_AGE","A","2020",60.32893,
"CHL","EMPAGE","55_64","PC_AGE","A","2016",63.83604,
"CHL","EMPAGE","55_64","PC_AGE","A","2017",65.57715,
"CHL","EMPAGE","55_64","PC_AGE","A","2018",65.9377,
"CHL","EMPAGE","55_64","PC_AGE","A","2019",66.36886,
"CHL","EMPAGE","55_64","PC_AGE","A","2020",56.19585,
"EST","EMPAGE","55_64","PC_AGE","A","2016",65.275,
"EST","EMPAGE","55_64","PC_AGE","A","2017",68.025,
"EST","EMPAGE","55_64","PC_AGE","A","2018",68.95,
"EST","EMPAGE","55_64","PC_AGE","A","2019",72.475,
"EST","EMPAGE","55_64","PC_AGE","A","2020",71.975,"B"
"ISR","EMPAGE","55_64","PC_AGE","A","2016",66.54166,
"ISR","EMPAGE","55_64","PC_AGE","A","2017",66.75,
"ISR","EMPAGE","55_64","PC_AGE","A","2018",67.26667,
"ISR","EMPAGE","55_64","PC_AGE","A","2019",67.93333,
"ISR","EMPAGE","55_64","PC_AGE","A","2020",67.90833,
"SVN","EMPAGE","55_64","PC_AGE","A","2016",38.55,
"SVN","EMPAGE","55_64","PC_AGE","A","2017",42.75,
"SVN","EMPAGE","55_64","PC_AGE","A","2018",47.05,
"SVN","EMPAGE","55_64","PC_AGE","A","2019",48.625,
"SVN","EMPAGE","55_64","PC_AGE","A","2020",50.45,"B"
"ZAF","EMPAGE","55_64","PC_AGE","A","2016",39.45979,
"ZAF","EMPAGE","55_64","PC_AGE","A","2017",41.08252,
"ZAF","EMPAGE","55_64","PC_AGE","A","2018",40.8663,
"ZAF","EMPAGE","55_64","PC_AGE","A","2019",40.09815,
"ZAF","EMPAGE","55_64","PC_AGE","A","2020",37.24924,
"OECD","EMPAGE","55_64","PC_AGE","A","2016",59.29527,"E"
"OECD","EMPAGE","55_64","PC_AGE","A","2017",60.46053,"E"
"OECD","EMPAGE","55_64","PC_AGE","A","2018",61.4111,"E"
"OECD","EMPAGE","55_64","PC_AGE","A","2019",62.03302,"E"
"OECD","EMPAGE","55_64","PC_AGE","A","2020",60.36177,"E"
"G-7","EMPAGE","55_64","PC_AGE","A","2016",62.40969,"E"
"G-7","EMPAGE","55_64","PC_AGE","A","2017",63.52672,"E"
"G-7","EMPAGE","55_64","PC_AGE","A","2018",64.52821,"E"
"G-7","EMPAGE","55_64","PC_AGE","A","2019",65.33013,"E"
"G-7","EMPAGE","55_64","PC_AGE","A","2020",63.73842,"E"
"EA19","EMPAGE","55_64","PC_AGE","A","2016",55.3,
"EA19","EMPAGE","55_64","PC_AGE","A","2017",57.125,
"EA19","EMPAGE","55_64","PC_AGE","A","2018",58.75,
"EA19","EMPAGE","55_64","PC_AGE","A","2019",60.025,
"EA19","EMPAGE","55_64","PC_AGE","A","2020",60.175,"B"
"COL","EMPAGE","55_64","PC_AGE","A","2016",62.815,
"COL","EMPAGE","55_64","PC_AGE","A","2017",62.83167,
"COL","EMPAGE","55_64","PC_AGE","A","2018",63.10583,
"COL","EMPAGE","55_64","PC_AGE","A","2019",61.31417,
"COL","EMPAGE","55_64","PC_AGE","A","2020",54.30167,
"RUS","EMPAGE","55_64","PC_AGE","A","2016",48.17804,
"RUS","EMPAGE","55_64","PC_AGE","A","2017",47.66084,
"RUS","EMPAGE","55_64","PC_AGE","A","2018",49.17151,
"RUS","EMPAGE","55_64","PC_AGE","A","2019",49.56726,
"RUS","EMPAGE","55_64","PC_AGE","A","2020",50.70969,
"LVA","EMPAGE","55_64","PC_AGE","A","2016",61.35,
"LVA","EMPAGE","55_64","PC_AGE","A","2017",62.25,
"LVA","EMPAGE","55_64","PC_AGE","A","2018",65.4,
"LVA","EMPAGE","55_64","PC_AGE","A","2019",67.325,
"LVA","EMPAGE","55_64","PC_AGE","A","2020",68.575,"B"
"LTU","EMPAGE","55_64","PC_AGE","A","2016",64.575,
"LTU","EMPAGE","55_64","PC_AGE","A","2017",66.075,
"LTU","EMPAGE","55_64","PC_AGE","A","2018",68.525,
"LTU","EMPAGE","55_64","PC_AGE","A","2019",68.4,
"LTU","EMPAGE","55_64","PC_AGE","A","2020",67.6,"B"
"CRI","EMPAGE","55_64","PC_AGE","A","2016",50.81234,
"CRI","EMPAGE","55_64","PC_AGE","A","2017",53.32126,
"CRI","EMPAGE","55_64","PC_AGE","A","2018",55.35555,
"CRI","EMPAGE","55_64","PC_AGE","A","2019",58.13042,
"CRI","EMPAGE","55_64","PC_AGE","A","2020",50.21597,
"EU27_2020","EMPAGE","55_64","PC_AGE","A","2016",54.15,
"EU27_2020","EMPAGE","55_64","PC_AGE","A","2017",56.125,
"EU27_2020","EMPAGE","55_64","PC_AGE","A","2018",57.8,
"EU27_2020","EMPAGE","55_64","PC_AGE","A","2019",59.125,
"EU27_2020","EMPAGE","55_64","PC_AGE","A","2020",59.625,"B"
"AUS","EMPAGE","25_54","PC_AGE","A","2016",79.68585,
"AUS","EMPAGE","25_54","PC_AGE","A","2017",80.2253,
"AUS","EMPAGE","25_54","PC_AGE","A","2018",80.96532,
"AUS","EMPAGE","25_54","PC_AGE","A","2019",81.55085,
"AUS","EMPAGE","25_54","PC_AGE","A","2020",80.11673,
"AUT","EMPAGE","25_54","PC_AGE","A","2016",83.575,
"AUT","EMPAGE","25_54","PC_AGE","A","2017",84.1,
"AUT","EMPAGE","25_54","PC_AGE","A","2018",84.55,
"AUT","EMPAGE","25_54","PC_AGE","A","2019",85.3,
"AUT","EMPAGE","25_54","PC_AGE","A","2020",83.875,"B"
"BEL","EMPAGE","25_54","PC_AGE","A","2016",79.075,"B"
"BEL","EMPAGE","25_54","PC_AGE","A","2017",79.525,
"BEL","EMPAGE","25_54","PC_AGE","A","2018",80.4,
"BEL","EMPAGE","25_54","PC_AGE","A","2019",80.75,
"BEL","EMPAGE","25_54","PC_AGE","A","2020",80.275,"B"
"CAN","EMPAGE","25_54","PC_AGE","A","2016",81.06667,
"CAN","EMPAGE","25_54","PC_AGE","A","2017",82.025,
"CAN","EMPAGE","25_54","PC_AGE","A","2018",82.44167,
"CAN","EMPAGE","25_54","PC_AGE","A","2019",83.14167,
"CAN","EMPAGE","25_54","PC_AGE","A","2020",79.49167,
"CZE","EMPAGE","25_54","PC_AGE","A","2016",85.725,
"CZE","EMPAGE","25_54","PC_AGE","A","2017",86.675,
"CZE","EMPAGE","25_54","PC_AGE","A","2018",87.45,
"CZE","EMPAGE","25_54","PC_AGE","A","2019",87.45,
"CZE","EMPAGE","25_54","PC_AGE","A","2020",86.55,"B"
"DNK","EMPAGE","25_54","PC_AGE","A","2016",81.475,"B"
"DNK","EMPAGE","25_54","PC_AGE","A","2017",81.425,
"DNK","EMPAGE","25_54","PC_AGE","A","2018",82.25,
"DNK","EMPAGE","25_54","PC_AGE","A","2019",82.625,
"DNK","EMPAGE","25_54","PC_AGE","A","2020",82.1,"B"
"FIN","EMPAGE","25_54","PC_AGE","A","2016",79.925,
"FIN","EMPAGE","25_54","PC_AGE","A","2017",80.625,
"FIN","EMPAGE","25_54","PC_AGE","A","2018",82.45,
"FIN","EMPAGE","25_54","PC_AGE","A","2019",83.175,
"FIN","EMPAGE","25_54","PC_AGE","A","2020",82.425,"B"
"FRA","EMPAGE","25_54","PC_AGE","A","2016",79.7,
"FRA","EMPAGE","25_54","PC_AGE","A","2017",80,
"FRA","EMPAGE","25_54","PC_AGE","A","2018",80.525,
"FRA","EMPAGE","25_54","PC_AGE","A","2019",80.9,
"FRA","EMPAGE","25_54","PC_AGE","A","2020",80.8,"B"
"DEU","EMPAGE","25_54","PC_AGE","A","2016",83.925,
"DEU","EMPAGE","25_54","PC_AGE","A","2017",84.225,
"DEU","EMPAGE","25_54","PC_AGE","A","2018",84.85,
"DEU","EMPAGE","25_54","PC_AGE","A","2019",85.425,"B"
"DEU","EMPAGE","25_54","PC_AGE","A","2020",85.06889,"E"
"GRC","EMPAGE","25_54","PC_AGE","A","2016",65.975,
"GRC","EMPAGE","25_54","PC_AGE","A","2017",67.375,
"GRC","EMPAGE","25_54","PC_AGE","A","2018",68.95,
"GRC","EMPAGE","25_54","PC_AGE","A","2019",70.825,
"GRC","EMPAGE","25_54","PC_AGE","A","2020",70.4,"B"
"HUN","EMPAGE","25_54","PC_AGE","A","2016",82.2,
"HUN","EMPAGE","25_54","PC_AGE","A","2017",83.65,
"HUN","EMPAGE","25_54","PC_AGE","A","2018",84.075,
"HUN","EMPAGE","25_54","PC_AGE","A","2019",84.425,
"HUN","EMPAGE","25_54","PC_AGE","A","2020",82.925,"B"
"ISL","EMPAGE","25_54","PC_AGE","A","2016",89.85,
"ISL","EMPAGE","25_54","PC_AGE","A","2017",89.825,
"ISL","EMPAGE","25_54","PC_AGE","A","2018",89.1,
"ISL","EMPAGE","25_54","PC_AGE","A","2019",88.4,
"ISL","EMPAGE","25_54","PC_AGE","A","2020",84.625,"B"
"IRL","EMPAGE","25_54","PC_AGE","A","2016",75.85,
"IRL","EMPAGE","25_54","PC_AGE","A","2017",78.025,"B"
"IRL","EMPAGE","25_54","PC_AGE","A","2018",79.175,
"IRL","EMPAGE","25_54","PC_AGE","A","2019",80.075,
"IRL","EMPAGE","25_54","PC_AGE","A","2020",78.675,"B"
"ITA","EMPAGE","25_54","PC_AGE","A","2016",68.85,
"ITA","EMPAGE","25_54","PC_AGE","A","2017",69.425,
"ITA","EMPAGE","25_54","PC_AGE","A","2018",69.825,
"ITA","EMPAGE","25_54","PC_AGE","A","2019",70.475,
"ITA","EMPAGE","25_54","PC_AGE","A","2020",69.6,"B"
"JPN","EMPAGE","25_54","PC_AGE","A","2016",83.42662,
"JPN","EMPAGE","25_54","PC_AGE","A","2017",84.18684,
"JPN","EMPAGE","25_54","PC_AGE","A","2018",85.28494,
"JPN","EMPAGE","25_54","PC_AGE","A","2019",85.90857,
"JPN","EMPAGE","25_54","PC_AGE","A","2020",85.47956,
"KOR","EMPAGE","25_54","PC_AGE","A","2016",76.16335,
"KOR","EMPAGE","25_54","PC_AGE","A","2017",76.34902,
"KOR","EMPAGE","25_54","PC_AGE","A","2018",76.42686,
"KOR","EMPAGE","25_54","PC_AGE","A","2019",76.37587,
"KOR","EMPAGE","25_54","PC_AGE","A","2020",74.92442,
"LUX","EMPAGE","25_54","PC_AGE","A","2016",82.525,
"LUX","EMPAGE","25_54","PC_AGE","A","2017",83.65,
"LUX","EMPAGE","25_54","PC_AGE","A","2018",83.925,
"LUX","EMPAGE","25_54","PC_AGE","A","2019",84.325,
"LUX","EMPAGE","25_54","PC_AGE","A","2020",84.025,"B"
"MEX","EMPAGE","25_54","PC_AGE","A","2016",71.20299,
"MEX","EMPAGE","25_54","PC_AGE","A","2017",71.32561,
"MEX","EMPAGE","25_54","PC_AGE","A","2018",71.84338,
"MEX","EMPAGE","25_54","PC_AGE","A","2019",72.44946,
"NLD","EMPAGE","25_54","PC_AGE","A","2016",82.925,
"NLD","EMPAGE","25_54","PC_AGE","A","2017",83.45,
"NLD","EMPAGE","25_54","PC_AGE","A","2018",84.6,
"NLD","EMPAGE","25_54","PC_AGE","A","2019",85.2,
"NLD","EMPAGE","25_54","PC_AGE","A","2020",85.05,"B"
"NZL","EMPAGE","25_54","PC_AGE","A","2016",83.02531,
"NZL","EMPAGE","25_54","PC_AGE","A","2017",84.04606,
"NZL","EMPAGE","25_54","PC_AGE","A","2018",84.47449,
"NZL","EMPAGE","25_54","PC_AGE","A","2019",84.73119,
"NZL","EMPAGE","25_54","PC_AGE","A","2020",83.73311,
"NOR","EMPAGE","25_54","PC_AGE","A","2016",82.65,
"NOR","EMPAGE","25_54","PC_AGE","A","2017",82.45,
"NOR","EMPAGE","25_54","PC_AGE","A","2018",83.325,
"NOR","EMPAGE","25_54","PC_AGE","A","2019",83.55,
"NOR","EMPAGE","25_54","PC_AGE","A","2020",82.7,"B"
"POL","EMPAGE","25_54","PC_AGE","A","2016",80.325,
"POL","EMPAGE","25_54","PC_AGE","A","2017",81.375,
"POL","EMPAGE","25_54","PC_AGE","A","2018",82.375,
"POL","EMPAGE","25_54","PC_AGE","A","2019",82.875,
"POL","EMPAGE","25_54","PC_AGE","A","2020",83.275,"B"
"PRT","EMPAGE","25_54","PC_AGE","A","2016",80.2,
"PRT","EMPAGE","25_54","PC_AGE","A","2017",82.55,
"PRT","EMPAGE","25_54","PC_AGE","A","2018",84.325,
"PRT","EMPAGE","25_54","PC_AGE","A","2019",85.175,
"PRT","EMPAGE","25_54","PC_AGE","A","2020",84.175,"B"
"SVK","EMPAGE","25_54","PC_AGE","A","2016",80,
"SVK","EMPAGE","25_54","PC_AGE","A","2017",80,
"SVK","EMPAGE","25_54","PC_AGE","A","2018",81.25,
"SVK","EMPAGE","25_54","PC_AGE","A","2019",82,
"SVK","EMPAGE","25_54","PC_AGE","A","2020",80.55,"B"
"ESP","EMPAGE","25_54","PC_AGE","A","2016",71.5,
"ESP","EMPAGE","25_54","PC_AGE","A","2017",73.175,
"ESP","EMPAGE","25_54","PC_AGE","A","2018",74.675,
"ESP","EMPAGE","25_54","PC_AGE","A","2019",75.75,
"ESP","EMPAGE","25_54","PC_AGE","A","2020",73.1,"B"
"SWE","EMPAGE","25_54","PC_AGE","A","2016",85.95,
"SWE","EMPAGE","25_54","PC_AGE","A","2017",86.325,
"SWE","EMPAGE","25_54","PC_AGE","A","2018",86.575,"B"
"SWE","EMPAGE","25_54","PC_AGE","A","2019",86.4,
"SWE","EMPAGE","25_54","PC_AGE","A","2020",85,"B"
"CHE","EMPAGE","25_54","PC_AGE","A","2016",86.3,
"CHE","EMPAGE","25_54","PC_AGE","A","2017",86.175,
"CHE","EMPAGE","25_54","PC_AGE","A","2018",86.7,
"CHE","EMPAGE","25_54","PC_AGE","A","2019",87.575,
"CHE","EMPAGE","25_54","PC_AGE","A","2020",87,"B"
"TUR","EMPAGE","25_54","PC_AGE","A","2016",60.05,
"TUR","EMPAGE","25_54","PC_AGE","A","2017",61.15,
"TUR","EMPAGE","25_54","PC_AGE","A","2018",61.425,
"TUR","EMPAGE","25_54","PC_AGE","A","2019",59.75,
"TUR","EMPAGE","25_54","PC_AGE","A","2020",57.375,
"GBR","EMPAGE","25_54","PC_AGE","A","2016",83.56418,
"GBR","EMPAGE","25_54","PC_AGE","A","2017",84.37344,
"GBR","EMPAGE","25_54","PC_AGE","A","2018",84.89401,
"GBR","EMPAGE","25_54","PC_AGE","A","2019",85.48038,
"GBR","EMPAGE","25_54","PC_AGE","A","2020",85.26888,
"USA","EMPAGE","25_54","PC_AGE","A","2016",77.92879,
"USA","EMPAGE","25_54","PC_AGE","A","2017",78.62778,
"USA","EMPAGE","25_54","PC_AGE","A","2018",79.36824,
"USA","EMPAGE","25_54","PC_AGE","A","2019",79.96117,
"USA","EMPAGE","25_54","PC_AGE","A","2020",75.63313,
"CHL","EMPAGE","25_54","PC_AGE","A","2016",75.16071,
"CHL","EMPAGE","25_54","PC_AGE","A","2017",75.50241,
"CHL","EMPAGE","25_54","PC_AGE","A","2018",75.6664,
"CHL","EMPAGE","25_54","PC_AGE","A","2019",75.79074,
"CHL","EMPAGE","25_54","PC_AGE","A","2020",67.13216,
"EST","EMPAGE","25_54","PC_AGE","A","2016",82.575,
"EST","EMPAGE","25_54","PC_AGE","A","2017",83.95,
"EST","EMPAGE","25_54","PC_AGE","A","2018",84.2,
"EST","EMPAGE","25_54","PC_AGE","A","2019",84.3,
"EST","EMPAGE","25_54","PC_AGE","A","2020",82.975,"B"
"ISR","EMPAGE","25_54","PC_AGE","A","2016",79.19167,
"ISR","EMPAGE","25_54","PC_AGE","A","2017",79.70834,
"ISR","EMPAGE","25_54","PC_AGE","A","2018",80.06667,
"ISR","EMPAGE","25_54","PC_AGE","A","2019",80.16666,
"ISR","EMPAGE","25_54","PC_AGE","A","2020",78.25833,
"SVN","EMPAGE","25_54","PC_AGE","A","2016",83.475,
"SVN","EMPAGE","25_54","PC_AGE","A","2017",86.1,
"SVN","EMPAGE","25_54","PC_AGE","A","2018",87.5,
"SVN","EMPAGE","25_54","PC_AGE","A","2019",88.575,
"SVN","EMPAGE","25_54","PC_AGE","A","2020",88.1,"B"
"ZAF","EMPAGE","25_54","PC_AGE","A","2016",57.51431,
"ZAF","EMPAGE","25_54","PC_AGE","A","2017",57.39731,
"ZAF","EMPAGE","25_54","PC_AGE","A","2018",57.25775,
"ZAF","EMPAGE","25_54","PC_AGE","A","2019",56.17611,
"ZAF","EMPAGE","25_54","PC_AGE","A","2020",51.1913,
"OECD","EMPAGE","25_54","PC_AGE","A","2016",77.16695,"E"
"OECD","EMPAGE","25_54","PC_AGE","A","2017",77.78139,"E"
"OECD","EMPAGE","25_54","PC_AGE","A","2018",78.39777,"E"
"OECD","EMPAGE","25_54","PC_AGE","A","2019",78.74937,"E"
"OECD","EMPAGE","25_54","PC_AGE","A","2020",76.07025,"E"
"G-7","EMPAGE","25_54","PC_AGE","A","2016",79.53156,"E"
"G-7","EMPAGE","25_54","PC_AGE","A","2017",80.17708,"E"
"G-7","EMPAGE","25_54","PC_AGE","A","2018",80.87538,"E"
"G-7","EMPAGE","25_54","PC_AGE","A","2019",81.46545,"E"
"G-7","EMPAGE","25_54","PC_AGE","A","2020",79.22794,"E"
"EA19","EMPAGE","25_54","PC_AGE","A","2016",77.375,
"EA19","EMPAGE","25_54","PC_AGE","A","2017",78.125,
"EA19","EMPAGE","25_54","PC_AGE","A","2018",78.975,
"EA19","EMPAGE","25_54","PC_AGE","A","2019",79.65,
"EA19","EMPAGE","25_54","PC_AGE","A","2020",78.85,"B"
"COL","EMPAGE","25_54","PC_AGE","A","2016",78.28584,
"COL","EMPAGE","25_54","PC_AGE","A","2017",77.98333,
