SVK,2017,163600.251,30082.484108
SVK,2018,171600.747,31509.439604
SVK,2019,177571.553,32562.554072
ESP,2016,1733213.64,37313.634913
ESP,2017,1841779.72,39580.188366
ESP,2018,1904060.525,40747.03298
ESP,2019,1987720.589,42197.335356
SWE,2016,500423.665,50430.174559
SWE,2017,522476.825,51947.942867
SWE,2018,544916.384,53553.312077
SWE,2019,568811.735,55337.872219
CHE,2016,570267.342,68105.138178
CHE,2017,584052.298,69103.567686
CHE,2018,610234.706,71671.505477
CHE,2019,627228.422,73143.783305
TUR,2016,2116398.303,26695.909373
TUR,2017,2264269.34,28193.061398
TUR,2018,2301106.178,28266.686871
TUR,2019,2277897.893,27584.46933
GBR,2016,2896753.121,44125.534988
GBR,2017,3021843.667,45757.778123
GBR,2018,3133332.404,47163.170633
GBR,2019,3242466.168,48542.092734
USA,2016,18695106,57846.274282
USA,2017,19479623,59896.756042
USA,2018,20527159,62783.978541
USA,2019,21372582,65055.785369
CHL,2016,426776.809,23349.677001
CHL,2017,451984.54,24402.005375
CHL,2018,463368.859,24686.142367
CHL,2019,492274.022,25856.985466
CHN,2016,18712097.153,13532.915183
CHN,2017,19887035.113,14306.396116
CHN,2018,21739076.019,NULL
CHN,2019,23547025.985,NULL
COL,2016,665398.39,14054.69606
COL,2017,693117.075,14479.812544
COL,2018,738255.957,15256.201618
COL,2019,786356.837,16077.321381
EST,2016,41201.029,31310.152103
EST,2017,44556.482,33867.803542
EST,2018,47801.151,36236.794279
EST,2019,50812.906,38354.573733
IND,2016,7665672.881,5901.21084
IND,2017,8123456.655,NULL
IDN,2016,2744896.64,10610.141435
IDN,2017,2894125.53,11050.882373
IDN,2018,3116958.911,NULL
IDN,2019,3331807.554,NULL
ISR,2016,323408.139,37854.845318
ISR,2017,340875.782,39137.375997
ISR,2018,361441.284,40698.264187
ISR,2019,382952.255,42313.763663
RUS,2016,3538975.3,24128.081806
RUS,2017,3807099.411,25926.431403
RUS,2018,4211362.884,28681.779438
RUS,2019,4283892.18,29188.845686
SVN,2016,70079.359,33942.76789
SVN,2017,75438.709,36517.579273
SVN,2018,80709.873,38953.468586
SVN,2019,86035.958,41184.960119
ZAF,2016,707743.902,12827.603574
ZAF,2017,724100.729,12952.21634
ZAF,2018,747322.178,13198.249784
ZAF,2019,761823.649,13285.683324
LVA,2016,52339.473,26712.835239
LVA,2017,55645.386,28666.003742
LVA,2018,59355.896,30814.222639
LVA,2019,61247.544,32013.343219
BRA,2016,2939094.21,14326.10209
BRA,2017,3018705.989,14596.889676
BRA,2018,3146320.981,15090.63762
LTU,2016,88700.479,30925.151813
LTU,2017,95492.278,33761.906595
LTU,2018,101826.049,36346.416674
LTU,2019,108314.8,38765.028209
SAU,2016,1475671.786,46289.737315
SAU,2017,1565891.922,47862.022249
SAU,2018,1642519.382,49157.12264
SAU,2019,1677381.92,49020.211911
ARG,2016,885227.529,20307.870053
ARG,2017,1039330.592,23597.117759
ARG,2018,1036982.075,23305.847425
ARG,2019,1033454.909,22996.985521
CRI,2016,93454.856,19119.336147
CRI,2017,100716.907,20368.230268
CRI,2018,104960.285,20988.161555
CRI,2019,109998.851,21759.381303
BGR,2016,142696.411,20019.638626
BGR,2017,151335.246,21387.279564
BGR,2018,160951.517,22911.128872
BGR,2019,171459.528,24579.331314
HRV,2016,103842.682,24887.753281
HRV,2017,110537.908,26765.579327
HRV,2018,116725.695,28533.220285
HRV,2019,122956.837,30231.248656
CYP,2016,30416.939,35719.036739
CYP,2017,32705.482,38050.911642
CYP,2018,35217.357,40476.556692
CYP,2019,36614.189,41514.945576
MLT,2016,18123.883,39774.055146
MLT,2017,20393.776,43530.402203
MLT,2018,22229.04,45811.440625
MLT,2019,24363.319,48269.429923
ROU,2016,478201.584,24266.283962
ROU,2017,531675.182,27136.07319
ROU,2018,569588.089,29244.574126
ROU,2019,625706.833,32293.146149
MKD,2016,31373.286,15137.967397
MKD,2017,32583.022,15706.430869
MKD,2018,34726.373,16725.791726
MKD,2019,36634.491,NULL
ZMB,2016,55729.642,3405.832772
ZMB,2017,58735.191,3484.940724
ZMB,2018,63115.611,3637.368088
HKG,2016,419837.588,57221.969152
HKG,2017,442387.688,59846.819225
HKG,2018,466106.548,62556.2405
MDG,2016,40437.411,1624.383829
MDG,2017,40952.508,1601.521574
MDG,2018,43476.259,1655.481656
MAR,2016,252196.888,7312.810289
MAR,2017,264212.938,7581.215412
MAR,2018,279235.646,7928.326114
SGP,2016,501247.434,89396.724443
SGP,2017,532832.748,94945.250892
SGP,2018,571120.252,101280.413499
